original,transformed,llama_preference,original_word_nll,original_token_nll,original_perplexity,transformed_word_nll,transformed_token_nll,transformed_perplexity,original_number_of_code_switch,transformed_number_of_code_switch
然后就最近一直在做research project,and then就最近一直在做研究项目,1.0,"[('然后', 10.0), ('就', 8.0625), ('最近', 7.8125), ('一直', 6.5), ('在', 6.90625), ('做', 6.4375), ('research', 9.625), ('project', 6.6875)]","[('<|begin_of_text|>', 13.5625), ('然后', 10.0), ('就', 8.0625), ('最近', 7.8125), ('一直', 6.5), ('在', 6.90625), ('做', 6.4375), ('research', 9.625), (' project', 6.6875)]",815.3088989257812,"[('and', 12.0), ('then', 8.125), ('就', 9.3125), ('最近', 6.25), ('一直', 6.25), ('在', 7.375), ('做', 6.53125), ('研究', 7.5), ('项目', 7.0)]","[('<|begin_of_text|>', 13.5625), ('and', 12.0), (' then', 8.125), ('就', 9.3125), ('最近', 6.25), ('一直', 6.25), ('在', 7.375), ('做', 6.53125), ('研究', 7.5), ('项目', 7.0)]",1382.6558837890625,1,1
有大概有feel到一点那种感觉,there is大概there is感觉到一点that kind of感觉,,"[('有', 9.25), ('大概', 17.84375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]","[('<|begin_of_text|>', 13.5625), ('有', 9.25), ('大', 7.40625), ('概', 10.4375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]",1754.3377685546875,"[('there', 14.375), ('is', 9.5625), ('大概', 14.125), ('there', 12.8125), ('is', 7.75), ('感觉', 7.5), ('到', 6.28125), ('一点', 5.34375), ('that', 9.0625), ('kind', 9.5625), ('of', 6.71875), ('感觉', 5.65625)]","[('<|begin_of_text|>', 13.625), ('there', 14.375), (' is', 9.5625), ('大', 5.9375), ('概', 8.1875), ('there', 12.8125), (' is', 7.75), ('感觉', 7.5), ('到', 6.28125), ('一点', 5.34375), ('that', 9.0625), (' kind', 9.5625), (' of', 6.71875), ('感觉', 5.65625)]",416.1683044433594,0,2
有大概有feel到一点那种感觉,有大概there is感觉到一点that kind of feeling,1.0,"[('有', 9.25), ('大概', 17.84375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]","[('<|begin_of_text|>', 13.5625), ('有', 9.25), ('大', 7.40625), ('概', 10.4375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]",1754.3377685546875,"[('有', 9.1875), ('大概', 17.9375), ('there', 12.375), ('is', 9.0625), ('感觉', 8.5625), ('到', 5.875), ('一点', 3.96875), ('that', 9.6875), ('kind', 9.4375), ('of', 6.5), ('feeling', 6.53125)]","[('<|begin_of_text|>', 13.625), ('有', 9.1875), ('大', 7.5), ('概', 10.4375), ('there', 12.375), (' is', 9.0625), ('感觉', 8.5625), ('到', 5.875), ('一点', 3.96875), ('that', 9.6875), (' kind', 9.4375), (' of', 6.5), (' feeling', 6.53125)]",998.0089111328125,0,3
有大概有feel到一点那种感觉,有大概有感觉to a little that kind of感觉,2.0,"[('有', 9.25), ('大概', 17.84375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]","[('<|begin_of_text|>', 13.5625), ('有', 9.25), ('大', 7.40625), ('概', 10.4375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]",1754.3377685546875,"[('有', 9.1875), ('大概', 17.9375), ('有', 7.9375), ('感觉', 8.0), ('to', 13.6875), ('a', 8.4375), ('little', 8.0), ('that', 6.84375), ('kind', 7.9375), ('of', 5.6875), ('感觉', 6.1875)]","[('<|begin_of_text|>', 13.625), ('有', 9.1875), ('大', 7.5), ('概', 10.4375), ('有', 7.9375), ('感觉', 8.0), ('to', 13.6875), (' a', 8.4375), (' little', 8.0), (' that', 6.84375), (' kind', 7.9375), (' of', 5.6875), ('感觉', 6.1875)]",1182.6436767578125,0,4
有大概有feel到一点那种感觉,有probably有感觉到a little那种feeling,,"[('有', 9.25), ('大概', 17.84375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]","[('<|begin_of_text|>', 13.5625), ('有', 9.25), ('大', 7.40625), ('概', 10.4375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]",1754.3377685546875,"[('有', 9.25), ('probably', 11.4375), ('有', 8.0), ('感觉', 7.875), ('到', 6.21875), ('a', 13.25), ('little', 5.84375), ('那种', 9.8125), ('feeling', 30.75)]","[('<|begin_of_text|>', 13.5625), ('有', 9.25), ('probably', 11.4375), ('有', 8.0), ('感觉', 7.875), ('到', 6.21875), ('a', 13.25), (' little', 5.84375), ('那种', 9.8125), ('fe', 17.25), ('eling', 13.5)]",1639.7584228515625,0,0
有大概有feel到一点那种感觉,有大概there is感觉到a little那种感觉,2.0,"[('有', 9.25), ('大概', 17.84375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]","[('<|begin_of_text|>', 13.5625), ('有', 9.25), ('大', 7.40625), ('概', 10.4375), ('有', 7.9375), ('feel', 8.75), ('到', 8.3125), ('一点', 4.75), ('那种', 7.625), ('感觉', 7.03125)]",1754.3377685546875,"[('有', 9.25), ('大概', 17.84375), ('there', 12.4375), ('is', 9.0), ('感觉', 8.5625), ('到', 5.875), ('a', 13.1875), ('little', 5.46875), ('那种', 10.125), ('感觉', 6.34375)]","[('<|begin_of_text|>', 13.5625), ('有', 9.25), ('大', 7.40625), ('概', 10.4375), ('there', 12.4375), (' is', 9.0), ('感觉', 8.5625), ('到', 5.875), ('a', 13.1875), (' little', 5.46875), ('那种', 10.125), ('感觉', 6.34375)]",1816.4219970703125,0,0
你要找到一个合适的topic去写,你to找到一个合适的主题go to写,2.0,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合适', 20.25), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合', 11.8125), ('适', 8.4375), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]",93.82115936279297,"[('你', 9.375), ('to', 13.0625), ('找到', 7.125), ('一个', 7.4375), ('合适', 19.8125), ('的', 7.65625), ('主题', 6.75), ('go', 11.875), ('to', 7.0), ('写', 5.0625)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('to', 13.0625), ('找到', 7.125), ('一个', 7.4375), ('合', 11.125), ('适', 8.6875), ('的', 7.65625), ('主题', 6.75), ('go', 11.875), (' to', 7.0), ('写', 5.0625)]",583.1063232421875,0,0
你要找到一个合适的topic去写,你要找到one合适的主题去writing,,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合适', 20.25), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合', 11.8125), ('适', 8.4375), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]",93.82115936279297,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('one', 6.375), ('合适', 17.9375), ('的', 6.875), ('主题', 6.8125), ('去', 8.25), ('writing', 8.125)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('one', 6.375), ('合', 10.25), ('适', 7.6875), ('的', 6.875), ('主题', 6.8125), ('去', 8.25), ('writing', 8.125)]",548.2114868164062,0,0
你要找到一个合适的topic去写,你要find out one suitable的主题去写,2.0,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合适', 20.25), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合', 11.8125), ('适', 8.4375), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]",93.82115936279297,"[('你', 9.375), ('要', 7.6875), ('find', 8.0625), ('out', 10.125), ('one', 7.65625), ('suitable', 8.0625), ('的', 6.875), ('主题', 8.0), ('去', 8.1875), ('写', 4.84375)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('find', 8.0625), (' out', 10.125), (' one', 7.65625), (' suitable', 8.0625), ('的', 6.875), ('主题', 8.0), ('去', 8.1875), ('写', 4.84375)]",1349.0966796875,0,2
你要找到一个合适的topic去写,你要找到一个合适of主题go to writing,2.0,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合适', 20.25), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合', 11.8125), ('适', 8.4375), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]",93.82115936279297,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合适', 20.25), ('of', 7.75), ('主题', 7.46875), ('go', 12.5), ('to', 7.375), ('writing', 7.8125)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合', 11.8125), ('适', 8.4375), ('of', 7.75), ('主题', 7.46875), ('go', 12.5), (' to', 7.375), (' writing', 7.8125)]",1649.69970703125,0,2
你要找到一个合适的topic去写,你要找到one suitable的主题go to写,2.0,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合适', 20.25), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('一个', 8.0), ('合', 11.8125), ('适', 8.4375), ('的', 8.125), ('topic', 8.9375), ('去', 9.3125), ('写', 5.9375)]",93.82115936279297,"[('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('one', 6.375), ('suitable', 7.5625), ('的', 7.1875), ('主题', 8.0), ('go', 12.6875), ('to', 8.1875), ('写', 5.84375)]","[('<|begin_of_text|>', 13.5625), ('你', 9.375), ('要', 7.6875), ('找到', 9.0), ('one', 6.375), (' suitable', 7.5625), ('的', 7.1875), ('主题', 8.0), ('go', 12.6875), (' to', 8.1875), ('写', 5.84375)]",3537.8759765625,0,0
所以感觉是真的要很academic的人才能够hold住,so感觉是真的to很学术的人才能够保持住,,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('所以', 9.75), ('感觉', 7.125), ('是', 7.15625), ('真的', 6.1875), ('要', 5.53125), ('很', 5.8125), ('academic', 9.5), ('的人', 8.5625), ('才', 6.65625), ('能够', 6.40625), ('hold', 13.6875), ('住', 6.375)]",505.90594482421875,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('so', 14.0625), ('感觉', 6.6875), ('是', 7.1875), ('真的', 6.125), ('to', 13.6875), ('很', 5.5), ('学', 6.03125), ('术', 7.71875), ('的人', 8.1875), ('才', 8.1875), ('能够', 8.0), ('保持', 7.0), ('住', 7.625)]",1605.316650390625,0,0
所以感觉是真的要很academic的人才能够hold住,所以feeling是really要很学术的the talent能够保持住,,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('所以', 9.75), ('感觉', 7.125), ('是', 7.15625), ('真的', 6.1875), ('要', 5.53125), ('很', 5.8125), ('academic', 9.5), ('的人', 8.5625), ('才', 6.65625), ('能够', 6.40625), ('hold', 13.6875), ('住', 6.375)]",505.90594482421875,"[('所以', 9.75), ('feeling', 24.125), ('是', 7.125), ('really', 5.875), ('要', 6.875), ('很', 5.5625), ('学术', 12.8125), ('的', 7.8125), ('the', 12.5), ('talent', 7.625), ('能够', 6.4375), ('保持', 6.9375), ('住', 7.0625)]","[('<|begin_of_text|>', 13.625), ('所以', 9.75), ('fe', 10.4375), ('eling', 13.6875), ('是', 7.125), ('really', 5.875), ('要', 6.875), ('很', 5.5625), ('学', 5.5), ('术', 7.3125), ('的', 7.8125), ('the', 12.5), (' talent', 7.625), ('能够', 6.4375), ('保持', 6.9375), ('住', 7.0625)]",1291.207275390625,0,0
所以感觉是真的要很academic的人才能够hold住,so感觉是really要很学术的人才possible保持住,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('所以', 9.75), ('感觉', 7.125), ('是', 7.15625), ('真的', 6.1875), ('要', 5.53125), ('很', 5.8125), ('academic', 9.5), ('的人', 8.5625), ('才', 6.65625), ('能够', 6.40625), ('hold', 13.6875), ('住', 6.375)]",505.90594482421875,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('so', 14.0625), ('感觉', 6.6875), ('是', 7.1875), ('really', 6.1875), ('要', 6.8125), ('很', 5.25), ('学', 5.5625), ('术', 8.25), ('的人', 8.8125), ('才', 5.90625), ('possible', 10.6875), ('保持', 6.25), ('住', 6.9375)]",2084.751708984375,0,0
所以感觉是真的要很academic的人才能够hold住,所以感觉is真的要很学术的人才能够保持住,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('所以', 9.75), ('感觉', 7.125), ('是', 7.15625), ('真的', 6.1875), ('要', 5.53125), ('很', 5.8125), ('academic', 9.5), ('的人', 8.5625), ('才', 6.65625), ('能够', 6.40625), ('hold', 13.6875), ('住', 6.375)]",505.90594482421875,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('所以', 9.75), ('感觉', 7.125), ('is', 9.8125), ('真的', 5.96875), ('要', 7.0), ('很', 4.6875), ('学', 6.125), ('术', 9.25), ('的人', 9.125), ('才', 6.875), ('能够', 7.375), ('保持', 7.6875), ('住', 7.9375)]",925.85888671875,0,0
所以感觉是真的要很academic的人才能够hold住,so感觉是really to很学术的人才能够保持住,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('所以', 9.75), ('感觉', 7.125), ('是', 7.15625), ('真的', 6.1875), ('要', 5.53125), ('很', 5.8125), ('academic', 9.5), ('的人', 8.5625), ('才', 6.65625), ('能够', 6.40625), ('hold', 13.6875), ('住', 6.375)]",505.90594482421875,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('so', 14.0625), ('感觉', 6.6875), ('是', 7.1875), ('really', 6.1875), (' to', 7.125), ('很', 6.28125), ('学', 6.28125), ('术', 8.625), ('的人', 7.75), ('才', 7.25), ('能够', 7.78125), ('保持', 6.75), ('住', 7.5)]",1898.1029052734375,0,0
我的lecturer就跟我讲说,我的讲师就and i am讲said,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('lect', 12.5), ('urer', 12.4375), ('就', 10.0), ('跟', 7.375), ('我', 10.6875), ('讲', 6.15625), ('说', 6.3125)]",213.7096405029297,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('讲', 8.0625), ('师', 7.84375), ('就', 9.75), ('and', 6.125), (' i', 7.125), (' am', 7.375), ('讲', 5.53125), ('said', 10.9375)]",3899.8857421875,0,1
我的lecturer就跟我讲说,我的讲师and跟我talk to said,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('lect', 12.5), ('urer', 12.4375), ('就', 10.0), ('跟', 7.375), ('我', 10.6875), ('讲', 6.15625), ('说', 6.3125)]",213.7096405029297,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('讲', 8.0625), ('师', 7.84375), ('and', 7.125), ('跟', 6.6875), ('我', 7.25), ('talk', 6.5), (' to', 8.4375), (' said', 9.5)]",1819.2625732421875,0,2
我的lecturer就跟我讲说,我of讲师就跟i am讲said,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('lect', 12.5), ('urer', 12.4375), ('就', 10.0), ('跟', 7.375), ('我', 10.6875), ('讲', 6.15625), ('说', 6.3125)]",213.7096405029297,"[('我', 10.125), ('of', 10.25), ('讲师', 12.3125), ('就', 6.96875), ('跟', 5.5), ('i', 16.5), ('am', 7.75), ('讲', 6.25), ('said', 12.25)]","[('<|begin_of_text|>', 13.5625), ('我', 10.125), ('of', 10.25), ('讲', 4.4375), ('师', 7.875), ('就', 6.96875), ('跟', 5.5), ('i', 16.5), (' am', 7.75), ('讲', 6.25), ('said', 12.25)]",12701.40234375,0,0
我的lecturer就跟我讲说,i am of讲师就and我讲说,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('lect', 12.5), ('urer', 12.4375), ('就', 10.0), ('跟', 7.375), ('我', 10.6875), ('讲', 6.15625), ('说', 6.3125)]",213.7096405029297,"[('i', 19.125), ('am', 8.0625), ('of', 7.65625), ('讲师', 14.75), ('就', 7.8125), ('and', 7.1875), ('我', 5.28125), ('讲', 5.125), ('说', 4.78125)]","[('<|begin_of_text|>', 13.5625), ('i', 19.125), (' am', 8.0625), (' of', 7.65625), ('讲', 6.25), ('师', 8.5), ('就', 7.8125), ('and', 7.1875), ('我', 5.28125), ('讲', 5.125), ('说', 4.78125)]",6992.0400390625,0,2
我的lecturer就跟我讲说,我的讲师就跟i am talk to说,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('lect', 12.5), ('urer', 12.4375), ('就', 10.0), ('跟', 7.375), ('我', 10.6875), ('讲', 6.15625), ('说', 6.3125)]",213.7096405029297,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.5625), ('我的', 9.25), ('讲', 8.0625), ('师', 7.84375), ('就', 9.75), ('跟', 6.5625), ('i', 19.25), (' am', 7.5), (' talk', 7.0625), (' to', 7.5), ('说', 5.90625)]",877.8057250976562,0,2
他是学了linguistic的,he is学了语言学的,1.0,"[('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('linguistic', 32.78125), ('的', 7.875)]","[('<|begin_of_text|>', 13.5625), ('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('ling', 7.03125), ('u', 16.5), ('istic', 9.25), ('的', 7.875)]",250.7313690185547,"[('he', 5.8125), ('is', 7.5), ('学', 6.1875), ('了', 5.625), ('语言学', 11.28125), ('的', 7.96875)]","[('<|begin_of_text|>', 13.5625), ('he', 5.8125), (' is', 7.5), ('学', 6.1875), ('了', 5.625), ('语言', 6.75), ('学', 4.53125), ('的', 7.96875)]",1420.7757568359375,0,1
他是学了linguistic的,he是学and语言学of,2.0,"[('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('linguistic', 32.78125), ('的', 7.875)]","[('<|begin_of_text|>', 13.5625), ('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('ling', 7.03125), ('u', 16.5), ('istic', 9.25), ('的', 7.875)]",250.7313690185547,"[('he', 5.8125), ('是', 6.90625), ('学', 6.75), ('and', 6.8125), ('语言学', 10.75), ('of', 6.78125)]","[('<|begin_of_text|>', 13.5625), ('he', 5.8125), ('是', 6.90625), ('学', 6.75), ('and', 6.8125), ('语言', 6.5), ('学', 4.25), ('of', 6.78125)]",9553.640625,0,0
他是学了linguistic的,he is study了语言学的,1.0,"[('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('linguistic', 32.78125), ('的', 7.875)]","[('<|begin_of_text|>', 13.5625), ('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('ling', 7.03125), ('u', 16.5), ('istic', 9.25), ('的', 7.875)]",250.7313690185547,"[('he', 5.8125), ('is', 7.5), ('study', 7.9375), ('了', 6.09375), ('语言学', 11.65625), ('的', 7.125)]","[('<|begin_of_text|>', 13.5625), ('he', 5.8125), (' is', 7.5), (' study', 7.9375), ('了', 6.09375), ('语言', 6.84375), ('学', 4.8125), ('的', 7.125)]",3261.697509765625,0,2
他是学了linguistic的,他是study了语言学of,1.0,"[('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('linguistic', 32.78125), ('的', 7.875)]","[('<|begin_of_text|>', 13.5625), ('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('ling', 7.03125), ('u', 16.5), ('istic', 9.25), ('的', 7.875)]",250.7313690185547,"[('他', 9.25), ('是', 9.5), ('study', 7.9375), ('了', 6.71875), ('语言学', 12.375), ('of', 9.375)]","[('<|begin_of_text|>', 13.5625), ('他', 9.25), ('是', 9.5), ('study', 7.9375), ('了', 6.71875), ('语言', 7.53125), ('学', 4.84375), ('of', 9.375)]",1539.840576171875,0,0
他是学了linguistic的,he是study and语言学的,1.0,"[('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('linguistic', 32.78125), ('的', 7.875)]","[('<|begin_of_text|>', 13.5625), ('他', 9.25), ('是', 9.5), ('学', 8.25), ('了', 6.5625), ('ling', 7.03125), ('u', 16.5), ('istic', 9.25), ('的', 7.875)]",250.7313690185547,"[('he', 5.8125), ('是', 6.90625), ('study', 8.4375), ('and', 8.875), ('语言学', 11.296875), ('的', 7.90625)]","[('<|begin_of_text|>', 13.5625), ('he', 5.8125), ('是', 6.90625), ('study', 8.4375), (' and', 8.875), ('语言', 7.375), ('学', 3.921875), ('的', 7.90625)]",9235.3916015625,0,0
你要把一个很虚的concept变成一个很实的一个paper,你to and take一个很虚的概念变成一个very实的一个纸张,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('要', 7.75), ('把', 6.8125), ('一个', 7.6875), ('很', 10.3125), ('虚', 8.5625), ('的', 6.875), ('concept', 10.375), ('变', 10.0625), ('成', 7.375), ('一个', 7.625), ('很', 8.5), ('实', 4.1875), ('的一个', 12.5625), ('paper', 9.4375)]",134.84625244140625,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('to', 13.0625), (' and', 6.8125), (' take', 6.75), ('一个', 6.125), ('很', 7.125), ('虚', 7.9375), ('的', 5.15625), ('概念', 6.375), ('变', 9.0625), ('成', 7.3125), ('一个', 7.375), ('very', 6.375), ('实', 3.296875), ('的一个', 10.3125), ('纸', 7.40625), ('张', 8.5)]",811.3472290039062,0,1
你要把一个很虚的concept变成一个很实的一个paper,你to and take一个很虚的概念变成one很实的一个纸张,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('要', 7.75), ('把', 6.8125), ('一个', 7.6875), ('很', 10.3125), ('虚', 8.5625), ('的', 6.875), ('concept', 10.375), ('变', 10.0625), ('成', 7.375), ('一个', 7.625), ('很', 8.5), ('实', 4.1875), ('的一个', 12.5625), ('paper', 9.4375)]",134.84625244140625,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('to', 13.0625), (' and', 6.8125), (' take', 6.75), ('一个', 6.125), ('很', 7.125), ('虚', 7.9375), ('的', 5.15625), ('概念', 6.375), ('变', 9.0625), ('成', 7.3125), ('one', 6.1875), ('很', 6.90625), ('实', 4.59375), ('的一个', 11.0625), ('纸', 7.75), ('张', 8.5)]",748.5641479492188,0,1
你要把一个很虚的concept变成一个很实的一个paper,你要把一个very false的概念变成一个很实的一个纸张,1.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('要', 7.75), ('把', 6.8125), ('一个', 7.6875), ('很', 10.3125), ('虚', 8.5625), ('的', 6.875), ('concept', 10.375), ('变', 10.0625), ('成', 7.375), ('一个', 7.625), ('很', 8.5), ('实', 4.1875), ('的一个', 12.5625), ('paper', 9.4375)]",134.84625244140625,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('要', 7.71875), ('把', 6.78125), ('一个', 7.71875), ('very', 7.625), (' false', 7.4375), ('的', 7.375), ('概念', 8.75), ('变', 10.0), ('成', 7.125), ('一个', 8.1875), ('很', 6.8125), ('实', 5.46875), ('的一个', 12.75), ('纸', 8.125), ('张', 7.9375)]",240.56739807128906,0,0
你要把一个很虚的concept变成一个很实的一个paper,you要and take一个很虚的概念变成一个很the real的一个纸张,2.0,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('要', 7.75), ('把', 6.8125), ('一个', 7.6875), ('很', 10.3125), ('虚', 8.5625), ('的', 6.875), ('concept', 10.375), ('变', 10.0625), ('成', 7.375), ('一个', 7.625), ('很', 8.5), ('实', 4.1875), ('的一个', 12.5625), ('paper', 9.4375)]",134.84625244140625,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('you', 10.4375), ('要', 5.6875), ('and', 6.0625), (' take', 7.375), ('一个', 5.84375), ('很', 6.1875), ('虚', 7.8125), ('的', 5.375), ('概念', 6.75), ('变', 9.875), ('成', 7.5), ('一个', 7.3125), ('很', 9.0), ('the', 11.25), (' real', 5.6875), ('的一个', 11.9375), ('纸', 7.5625), ('张', 8.6875)]",776.2123413085938,0,0
你要把一个很虚的concept变成一个很实的一个paper,你要把一个very虚的概念becoming一个很实的one纸张,,['error: a token is made of different word'],"[('<|begin_of_text|>', 13.625), ('你', 9.375), ('要', 7.75), ('把', 6.8125), ('一个', 7.6875), ('很', 10.3125), ('虚', 8.5625), ('的', 6.875), ('concept', 10.375), ('变', 10.0625), ('成', 7.375), ('一个', 7.625), ('很', 8.5), ('实', 4.1875), ('的一个', 12.5625), ('paper', 9.4375)]",134.84625244140625,"[('你', 9.375), ('要', 7.71875), ('把', 6.78125), ('一个', 7.71875), ('very', 7.625), ('虚', 8.8125), ('的', 6.4375), ('概念', 7.84375), ('becoming', 26.3125), ('一个', 6.28125), ('很', 8.0625), ('实', 4.4375), ('的', 6.5), ('one', 8.1875), ('纸张', 17.5)]","[('<|begin_of_text|>', 13.625), ('你', 9.375), ('要', 7.71875), ('把', 6.78125), ('一个', 7.71875), ('very', 7.625), ('虚', 8.8125), ('的', 6.4375), ('概念', 7.84375), ('bec', 12.875), ('oming', 13.4375), ('一个', 6.28125), ('很', 8.0625), ('实', 4.4375), ('的', 6.5), ('one', 8.1875), ('纸', 8.375), ('张', 9.125)]",500.4281921386719,0,0
computer science整体上节奏比较快,计算机科學整体on the rhythm比较快,,"[('computer', 9.1875), ('science', 7.8125), ('整体', 13.90625), ('上', 7.625), ('节奏', 16.75), ('比较', 8.9375), ('快', 7.03125)]","[('<|begin_of_text|>', 13.5625), ('computer', 9.1875), (' science', 7.8125), ('整', 7.59375), ('体', 6.3125), ('上', 7.625), ('节', 6.25), ('奏', 10.5), ('比较', 8.9375), ('快', 7.03125)]",511.4107360839844,"[('计算机', 14.875), ('科學', 13.125), ('整体', 15.4375), ('on', 8.1875), ('the', 8.5), ('rhythm', 7.625), ('比较', 6.0), ('快', 6.40625)]","[('<|begin_of_text|>', 13.5625), ('计算', 8.25), ('机', 6.625), ('科', 9.0), ('學', 4.125), ('整', 8.75), ('体', 6.6875), ('on', 8.1875), (' the', 8.5), (' rhythm', 7.625), ('比较', 6.0), ('快', 6.40625)]",1123.1011962890625,1,1
